Time,Hum,Temp,sootM,sootN,CO2,sootA,CMD,
4-1-2016T12-40-21,6.978,23.69,12.857,0.0663589,461.806,9.10793,536.3,
4-1-2016T12-40-26,6.946,23.69,12.5967,0.0647833,460.944,8.90282,536.801,
4-1-2016T12-40-31,6.922,23.698,12.4759,0.0639534,464.268,8.7988,537.226,
4-1-2016T12-40-36,6.926,23.7,13.1854,0.0674101,466.39,9.28307,537.31,
4-1-2016T12-40-41,6.968,23.7,14.4612,0.0738098,464.674,10.1703,537.449,
4-1-2016T12-40-46,6.99,23.7,14.1391,0.0720548,461.37,9.93385,537.863,
4-1-2016T12-40-51,6.988,23.7,13.3596,0.0679665,458.158,9.37582,538.217,
4-1-2016T12-40-56,6.98,23.7,13.3686,0.0678826,455.118,9.37048,538.516,
4-1-2016T12-41-01,6.984,23.7,13.8658,0.0702804,460.614,9.70761,538.762,
4-1-2016T12-41-06,6.99,23.7,13.8186,0.0699408,463.488,9.66555,538.958,
4-1-2016T12-41-11,6.972,23.71,13.193,0.0666934,462.488,9.2207,539.147,
4-1-2016T12-41-16,6.948,23.71,13.4282,0.0678002,459.53,9.37769,539.274,
4-1-2016T12-41-21,6.93,23.71,14.3131,0.0722143,449.314,9.99084,539.212,
4-1-2016T12-41-26,6.932,23.71,14.4478,0.0728764,454.166,10.0833,539.18,
4-1-2016T12-41-31,6.94,23.71,14.2235,0.0717668,461.334,9.92871,538.769,
4-1-2016T12-41-36,6.94,23.72,14.5665,0.0736965,463.17,10.186,537.377,
4-1-2016T12-41-41,6.94,23.72,14.8293,0.0754333,468.788,10.4063,535.688,
4-1-2016T12-41-46,6.956,23.72,14.9684,0.0766645,473.436,10.5507,534.11,
4-1-2016T12-41-51,6.978,23.72,14.8319,0.0765316,475.528,10.505,532.522,
4-1-2016T12-41-56,6.98,23.72,14.1769,0.0737456,475.712,10.094,530.603,
4-1-2016T12-42-01,7.0,23.72,13.7964,0.0724339,474.646,9.88228,528.925,
4-1-2016T12-42-06,7.01,23.72,13.5527,0.0717524,471.338,9.76066,528.006,
4-1-2016T12-42-11,6.99,23.728,13.0224,0.0693649,465.034,9.4159,527.589,
4-1-2016T12-42-16,6.956,23.73,12.4851,0.06679,468.146,9.05278,527.407,
4-1-2016T12-42-21,6.932,23.73,12.1742,0.0652854,462.062,8.84136,527.749,
4-1-2016T12-42-26,6.934,23.73,12.6744,0.0679495,454.878,9.20306,528.645,
4-1-2016T12-42-31,6.95,23.73,13.279,0.0710464,455.65,9.62936,529.294,
4-1-2016T12-42-36,6.942,23.73,13.6041,0.0726454,457.342,9.85276,529.483,
4-1-2016T12-42-41,6.94,23.73,13.5496,0.072249,460.472,9.80401,529.71,
4-1-2016T12-42-46,6.96,23.73,13.3703,0.0711693,457.924,9.66337,530.175,
4-1-2016T12-42-51,6.98,23.73,13.4334,0.0713537,458.386,9.69561,530.557,
4-1-2016T12-42-56,6.972,23.732,13.0695,0.0693109,457.494,9.42326,530.675,
4-1-2016T12-43-01,6.946,23.74,12.2464,0.0648526,457.74,8.82154,530.997,
4-1-2016T12-43-06,6.918,23.74,12.1603,0.0642958,456.44,8.75061,531.172,
4-1-2016T12-43-11,6.914,23.74,12.3877,0.0653929,455.652,8.90494,531.634,
4-1-2016T12-43-16,6.936,23.74,13.1039,0.0689348,455.976,9.39862,532.818,
4-1-2016T12-43-21,6.968,23.74,13.5983,0.0712293,455.118,9.72604,533.627,
4-1-2016T12-43-26,6.968,23.74,13.4853,0.0704174,456.746,9.62569,533.787,
4-1-2016T12-43-31,6.946,23.74,13.4355,0.0699803,457.414,9.5744,534.279,
4-1-2016T12-43-36,6.93,23.74,13.9929,0.0726195,454.97,9.94811,535.171,
4-1-2016T12-43-41,6.936,23.74,14.7029,0.0760221,455.106,10.4277,535.67,
4-1-2016T12-43-46,6.956,23.74,14.4679,0.074644,456.398,10.2465,535.626,
4-1-2016T12-43-51,6.972,23.74,13.9703,0.0719948,456.62,9.88682,535.63,
4-1-2016T12-43-56,6.996,23.74,13.7329,0.0706767,455.424,9.71038,536.072,
4-1-2016T12-44-01,6.992,23.742,13.5501,0.0695914,456.14,9.56819,536.622,
4-1-2016T12-44-06,6.96,23.75,13.6045,0.0697227,455.696,9.59338,536.89,
4-1-2016T12-44-11,6.932,23.75,13.5243,0.069213,455.85,9.52799,536.854,
4-1-2016T12-44-16,6.92,23.75,13.7557,0.0703929,456.622,9.69062,536.325,
4-1-2016T12-44-21,6.92,23.75,13.7975,0.0707122,462.814,9.7295,535.676,
4-1-2016T12-44-26,6.898,23.75,14.175,0.072797,464.066,10.0091,535.275,
4-1-2016T12-44-31,6.872,23.75,14.7685,0.0760239,463.678,10.4442,534.695,
4-1-2016T12-44-36,6.862,23.75,14.5166,0.0749414,462.778,10.2852,533.888,
4-1-2016T12-44-41,6.87,23.752,13.9209,0.072143,463.88,9.88775,532.722,
4-1-2016T12-44-46,6.876,23.76,13.5972,0.0709019,463.856,9.69661,530.801,
4-1-2016T12-44-51,6.916,23.76,13.3698,0.0702634,468.006,9.58296,529.258,
4-1-2016T12-44-56,6.93,23.76,12.9527,0.0685202,469.502,9.32375,528.7,
4-1-2016T12-45-01,6.922,23.76,12.6946,0.0674577,468.084,9.16476,528.633,
4-1-2016T12-45-06,6.91,23.76,12.3819,0.0659591,467.168,8.95343,528.823,
4-1-2016T12-45-11,6.932,23.766,12.3392,0.0657687,463.008,8.92586,529.391,
4-1-2016T12-45-16,7.024,23.77,12.3842,0.0659018,460.896,8.94902,530.415,
4-1-2016T12-45-21,7.094,23.77,12.222,0.0647821,460.156,8.80913,531.847,
4-1-2016T12-45-26,7.076,23.77,12.8243,0.0675678,459.792,9.20722,533.129,
4-1-2016T12-45-31,7.008,23.77,13.7002,0.071734,455.114,9.79626,534.201,
4-1-2016T12-45-36,6.95,23.772,13.803,0.0718852,457.458,9.83539,535.097,
4-1-2016T12-45-41,6.912,23.776,13.6447,0.0707177,456.494,9.69206,535.768,
4-1-2016T12-45-46,6.904,23.78,14.0316,0.0724281,455.082,9.94062,536.023,
4-1-2016T12-45-51,6.898,23.78,14.3434,0.0738829,455.214,10.1477,535.74,
4-1-2016T12-45-56,6.88,23.78,14.3462,0.0738984,452.182,10.1498,535.116,
4-1-2016T12-46-01,6.9,23.78,14.4517,0.0746126,451.746,10.2397,533.857,
4-1-2016T12-46-06,6.938,23.78,14.6165,0.0759006,445.854,10.3954,531.657,
4-1-2016T12-46-11,6.962,23.78,14.6656,0.0768257,461.728,10.4898,529.389,
4-1-2016T12-46-16,6.952,23.786,14.0262,0.0741243,464.952,10.0898,527.832,
4-1-2016T12-46-21,6.928,23.79,13.6863,0.0728703,464.444,9.8932,527.484,
4-1-2016T12-46-26,6.916,23.79,13.7201,0.0732902,465.036,9.93888,528.513,
4-1-2016T12-46-31,6.91,23.79,13.8497,0.0739241,468.278,10.0277,529.598,
4-1-2016T12-46-36,6.914,23.79,13.7661,0.0733115,465.034,9.9525,530.25,
4-1-2016T12-46-41,6.902,23.79,14.0354,0.0745354,462.734,10.1287,530.886,
4-1-2016T12-46-46,6.89,23.79,13.7124,0.0725728,460.382,9.87371,531.891,
4-1-2016T12-46-51,6.864,23.8,13.3141,0.0701337,457.226,9.55759,533.115,
4-1-2016T12-46-56,6.864,23.8,13.3025,0.0696944,457.262,9.51571,534.026,
4-1-2016T12-47-01,6.912,23.8,13.3357,0.0695791,458.334,9.51378,534.074,
4-1-2016T12-47-06,6.946,23.8,13.3548,0.0696157,462.024,9.52184,533.058,
4-1-2016T12-47-11,6.96,23.808,13.619,0.071173,461.376,9.72622,531.699,
4-1-2016T12-47-16,6.938,23.808,13.4187,0.0704041,454.602,9.60782,530.71,
4-1-2016T12-47-21,6.89,23.81,12.7953,0.0673786,453.506,9.18321,530.312,
4-1-2016T12-47-26,6.86,23.81,12.5762,0.0663695,457.718,9.03879,530.641,
4-1-2016T12-47-31,6.85,23.81,12.5783,0.0663684,460.614,9.03923,531.448,
4-1-2016T12-47-36,6.85,23.81,12.6266,0.0664751,450.454,9.06081,532.363,
4-1-2016T12-47-41,6.85,23.8125,12.8516,0.0674312,452.293,9.202,533.228,
4-1-2016T12-47-46,6.84,23.82,12.9421,0.0676297,452.894,9.24226,534.189,
4-1-2016T12-47-51,6.858,23.82,13.1168,0.0682258,453.206,9.33886,535.11,
4-1-2016T12-47-56,6.932,23.82,13.0849,0.0677523,454.938,9.28874,535.891,
4-1-2016T12-48-01,6.968,23.82,12.9241,0.066636,454.418,9.14929,536.552,
4-1-2016T12-48-06,6.986,23.822,13.1853,0.0677074,454.982,9.30961,537.112,
4-1-2016T12-48-11,6.99,23.83,13.3113,0.0681169,456.99,9.37734,537.586,
4-1-2016T12-48-16,7.008,23.83,13.2769,0.0677393,457.14,9.33507,537.987,
4-1-2016T12-48-21,7.02,23.83,13.2701,0.0675292,456.284,9.31459,538.327,
4-1-2016T12-48-26,7.012,23.832,13.6789,0.0694498,455.414,9.58722,538.576,
4-1-2016T12-48-31,6.942,23.84,13.9871,0.0709177,453.826,9.79455,538.447,
4-1-2016T12-48-36,6.89,23.84,14.521,0.0736361,449.214,10.1694,537.949,
4-1-2016T12-48-41,6.86,23.84,15.4357,0.0783614,450.414,10.8178,537.665,
4-1-2016T12-48-46,6.85,23.84,15.0711,0.0765376,450.062,10.5647,537.939,
4-1-2016T12-48-51,6.85,23.84,14.1857,0.0720136,449.21,9.94161,538.127,
4-1-2016T12-48-56,6.864,23.84,13.4923,0.0684826,453.626,9.45469,537.974,
4-1-2016T12-49-01,6.888,23.842,12.9923,0.0659545,452.11,9.10518,537.969,
4-1-2016T12-49-06,6.882,23.85,12.6958,0.0644207,454.954,8.89481,538.29,
4-1-2016T12-49-11,6.868,23.85,12.775,0.0647588,460.382,8.94458,538.582,
4-1-2016T12-49-16,6.86,23.85,13.1713,0.0666862,463.412,9.21474,538.827,
4-1-2016T12-49-21,6.87,23.85,13.2919,0.0672221,464.224,9.29241,538.976,
4-1-2016T12-49-26,6.898,23.858,13.3435,0.0674221,462.4,9.32299,539.085,
4-1-2016T12-49-31,6.9,23.86,13.4548,0.0679252,454.02,9.39544,539.25,
4-1-2016T12-49-36,6.9,23.86,13.5429,0.068311,457.478,9.45167,539.39,
4-1-2016T12-49-41,6.9,23.862,13.6796,0.0689462,453.298,9.54217,539.506,
4-1-2016T12-49-46,6.918,23.87,13.8217,0.0696144,458.95,9.63699,539.575,
4-1-2016T12-49-51,6.95,23.87,14.0101,0.0705504,459.434,9.76717,539.375,
4-1-2016T12-49-56,6.95,23.87,14.3402,0.0722667,459.084,10.0022,538.923,
4-1-2016T12-50-01,6.956,23.87,14.5248,0.0733352,458.096,10.1433,538.185,
4-1-2016T12-50-06,7.01,23.874,14.2671,0.0722601,457.864,9.98369,537.127,
4-1-2016T12-50-11,7.042,23.88,13.7916,0.0701417,456.616,9.67693,536.187,
4-1-2016T12-50-16,7.072,23.88,13.5194,0.0690196,458.27,9.50943,535.85,
4-1-2016T12-50-21,7.088,23.88,13.0453,0.0667799,458.39,9.19213,535.591,
4-1-2016T12-50-26,7.066,23.88,12.9168,0.0663227,457.516,9.11955,534.842,
4-1-2016T12-50-31,7.036,23.886,13.2466,0.0683495,457.084,9.38212,533.257,
4-1-2016T12-50-36,7.012,23.89,13.457,0.0699684,456.144,9.57859,530.966,
4-1-2016T12-50-41,7.01,23.89,13.4236,0.0704616,457.32,9.61397,528.931,
4-1-2016T12-50-46,7.014,23.89,13.4636,0.0713269,457.3,9.70061,527.669,
4-1-2016T12-50-51,7.042,23.89,13.5468,0.0723512,457.42,9.81206,526.488,
4-1-2016T12-50-56,7.064,23.89,14.1026,0.0759778,458.078,10.2726,524.859,
4-1-2016T12-51-01,7.07,23.89,14.9104,0.081134,460.038,10.9315,522.644,
4-1-2016T12-51-06,7.07,23.89,14.7303,0.0810258,460.764,10.8756,519.959,
4-1-2016T12-51-11,7.058,23.894,13.9392,0.077535,460.12,10.3663,518.108,
4-1-2016T12-51-16,7.006,23.9,13.7793,0.0774045,459.584,10.3133,517.464,
4-1-2016T12-51-21,6.932,23.9,13.767,0.0778353,459.156,10.3475,517.424,
4-1-2016T12-51-26,6.848,23.9,13.1248,0.0744177,461.634,9.88331,517.978,
4-1-2016T12-51-31,6.796,23.9,12.4542,0.0705622,463.114,9.37379,519.454,
4-1-2016T12-51-36,6.764,23.9,12.3263,0.069457,461.916,9.24464,521.837,
4-1-2016T12-51-41,6.764,23.904,12.675,0.0707664,457.608,9.4493,524.158,
4-1-2016T12-51-46,6.812,23.91,12.54,0.0693564,457.756,9.29154,525.905,
4-1-2016T12-51-51,6.896,23.91,12.4254,0.0680587,456.876,9.14866,527.725,
4-1-2016T12-51-56,6.966,23.91,12.8315,0.0695274,451.658,9.3815,529.612,
4-1-2016T12-52-01,6.976,23.91,13.1326,0.0704705,450.638,9.54117,530.852,
4-1-2016T12-52-06,6.938,23.91,13.3361,0.0710567,451.026,9.64453,531.205,
4-1-2016T12-52-11,6.884,23.91,13.3214,0.0706219,452.006,9.60249,531.878,
4-1-2016T12-52-16,6.85,23.91,13.2189,0.0696908,451.756,9.49432,533.12,
4-1-2016T12-52-21,6.856,23.91,13.4635,0.0705483,451.028,9.63173,534.199,
4-1-2016T12-52-26,6.886,23.91,13.7934,0.0718534,451.986,9.83013,535.108,
4-1-2016T12-52-31,6.92,23.91,13.9097,0.0720877,453.046,9.87995,535.813,
4-1-2016T12-52-36,6.918,23.92,13.7568,0.0709961,455.324,9.74471,536.324,
4-1-2016T12-52-41,6.876,23.92,13.5872,0.0698854,453.922,9.60356,536.579,
4-1-2016T12-52-46,6.854,23.92,13.5353,0.0694844,454.374,9.55495,536.386,
4-1-2016T12-52-51,6.84,23.92,13.681,0.0701673,455.61,9.65199,536.449,
4-1-2016T12-52-56,6.828,23.92,13.8644,0.0709993,452.422,9.77169,536.991,
4-1-2016T12-53-01,6.794,23.92,13.9558,0.0713181,454.178,9.82274,537.483,
4-1-2016T12-53-06,6.78,23.926,13.7549,0.0701398,454.742,9.66775,537.892,
4-1-2016T12-53-11,6.804,23.93,13.6539,0.0694883,459.508,9.58455,538.084,
4-1-2016T12-53-16,6.914,23.93,13.8428,0.0703677,457.864,9.70979,537.952,
4-1-2016T12-53-21,6.99,23.93,13.9125,0.0706982,459.514,9.75655,537.887,
4-1-2016T12-53-26,7.058,23.93,13.9406,0.0707946,460.934,9.77211,538.187,
4-1-2016T12-53-31,7.08,23.93,14.6107,0.0741111,462.39,10.2341,538.493,
4-1-2016T12-53-36,7.08,23.93,14.3868,0.0728884,463.658,10.0694,538.739,
4-1-2016T12-53-41,7.06,23.93,13.7922,0.0698186,466.48,9.64811,538.629,
4-1-2016T12-53-46,7.018,23.932,13.3352,0.0675383,463.772,9.33141,538.023,
4-1-2016T12-53-51,6.988,23.94,13.2517,0.0672263,456.872,9.28292,537.489,
4-1-2016T12-53-56,6.98,23.94,13.1814,0.0669923,454.616,9.24469,537.21,
4-1-2016T12-54-01,6.996,23.94,13.4834,0.0686465,456.108,9.46719,536.87,
4-1-2016T12-54-06,7.016,23.94,13.6739,0.0697968,455.04,9.61711,535.988,
4-1-2016T12-54-11,7.066,23.94,13.5327,0.0693631,454.296,9.54347,534.657,
4-1-2016T12-54-16,7.1,23.94,13.7671,0.0710339,454.112,9.75064,532.727,
4-1-2016T12-54-21,7.094,23.944,14.0778,0.0732587,452.786,10.026,530.948,
4-1-2016T12-54-26,7.052,23.95,14.4948,0.0759817,452.626,10.3721,530.42,
4-1-2016T12-54-31,7.022,23.95,14.7761,0.0777666,449.604,10.601,530.752,
4-1-2016T12-54-36,7.094,23.95,15.3292,0.0806956,448.312,10.9994,531.856,
4-1-2016T12-54-41,7.142,23.95,15.793,0.0830143,451.142,11.3214,532.019,
4-1-2016T12-54-46,7.132,23.95,15.6313,0.0823016,455.91,11.2177,530.246,
4-1-2016T12-54-51,7.086,23.95,15.0749,0.0798702,449.914,10.8624,527.663,
4-1-2016T12-54-56,7.022,23.95,13.7208,0.0733259,450.738,9.94214,525.067,
4-1-2016T12-55-01,6.99,23.95,12.3681,0.0667222,452.278,9.01688,523.755,
4-1-2016T12-55-06,6.978,23.96,12.3997,0.0674351,456.982,9.08755,523.841,
4-1-2016T12-55-11,6.962,23.96,12.9565,0.0707701,461.362,9.52257,524.074,
4-1-2016T12-55-16,6.944,23.96,13.9557,0.0764405,460.646,10.2756,523.792,
4-1-2016T12-55-21,6.93,23.96,15.1988,0.0835113,448.872,11.2138,522.992,
4-1-2016T12-55-26,6.92,23.962,14.869,0.0820012,448.912,10.9969,521.92,
4-1-2016T12-55-31,6.888,23.97,14.0762,0.0779782,447.372,10.4409,520.88,
4-1-2016T12-55-36,6.85,23.97,13.5623,0.075509,449.984,10.0926,520.007,
4-1-2016T12-55-41,6.856,23.97,13.2614,0.0741593,453.74,9.89692,519.681,
4-1-2016T12-55-46,6.97,23.97,13.5723,0.0761046,461.46,10.1469,519.891,
4-1-2016T12-55-51,7.082,23.97,13.6358,0.0764814,459.574,10.1962,520.628,
4-1-2016T12-55-56,7.118,23.97,13.2682,0.0742413,456.818,9.90585,522.069,
4-1-2016T12-56-01,7.09,23.976,12.6767,0.0705204,457.582,9.42849,524.255,
4-1-2016T12-56-06,7.026,23.98,12.6984,0.0699899,456.718,9.38784,526.588,
4-1-2016T12-56-11,6.996,23.98,12.8279,0.0699536,454.922,9.41795,528.676,
4-1-2016T12-56-16,6.982666666666667,23.98,13.0864,0.0708366,453.92033333333336,9.561541666666667,529.8835,
4-1-2016T12-56-17,6.98,23.98,13.1381,0.0710132,453.72,9.59026,530.125,
4-1-2016T12-56-18,6.974,23.98,13.216,0.0710098,452.728,9.60983,530.943,
4-1-2016T12-56-23,6.928,23.98,13.2069,0.0703672,449.41,9.55094,531.807,
4-1-2016T12-56-28,6.894,23.984,13.0233,0.0689522,448.198,9.37964,532.376,
4-1-2016T12-56-33,6.88,23.99,13.133,0.0691455,448.298,9.42442,533.166,
4-1-2016T12-56-38,6.9,23.99,13.6142,0.0712993,450.026,9.73611,533.923,
4-1-2016T12-56-43,6.97,23.99,13.7991,0.0719536,449.96,9.84047,534.461,
4-1-2016T12-56-48,6.994,23.99,13.6546,0.0709593,450.056,9.71605,534.759,
4-1-2016T12-56-53,6.952,23.996,13.7343,0.0712461,448.36,9.76145,534.378,
4-1-2016T12-56-58,6.902,24.0,14.2839,0.0741725,447.556,10.1588,533.235,
4-1-2016T12-57-03,6.862,24.0,14.6501,0.0763689,447.692,10.4455,531.802,
4-1-2016T12-57-08,6.86,24.0,14.8904,0.0780639,447.456,10.6561,530.291,
4-1-2016T12-57-13,6.888,24.0,14.9284,0.0787956,444.184,10.7304,528.79,
4-1-2016T12-57-18,6.9,24.0,14.1451,0.0751457,444.144,10.2102,527.584,
4-1-2016T12-57-23,6.886,24.0,13.331,0.0712651,447.472,9.66172,526.591,
4-1-2016T12-57-28,6.844,24.0,12.42,0.0667669,448.272,9.0342,525.904,
4-1-2016T12-57-33,6.842,24.0,11.7997,0.0637016,448.696,8.60669,525.884,
4-1-2016T12-57-38,6.9,24.0,11.9773,0.0647971,446.16,8.74829,526.323,
4-1-2016T12-57-43,6.94,24.0,12.2712,0.0664172,444.572,8.96563,526.549,
4-1-2016T12-57-48,6.94,24.0,12.9576,0.0701525,449.512,9.4689,526.406,
4-1-2016T12-57-53,6.938,24.0,13.599,0.07372,458.222,9.94597,525.773,
4-1-2016T12-57-58,6.92,24.0,13.5752,0.0737871,454.53,9.94575,524.844,
4-1-2016T12-58-03,6.934,24.0,13.4446,0.0733166,450.276,9.87102,524.288,
4-1-2016T12-58-08,6.974,24.0,13.4834,0.0737209,451.4,9.91637,524.146,
4-1-2016T12-58-13,6.99,24.01,13.4111,0.0734383,450.402,9.87304,524.193,
4-1-2016T12-58-18,6.97,24.01,13.0236,0.0713595,449.578,9.59155,524.358,
4-1-2016T12-58-23,6.93,24.01,12.4321,0.0681114,449.094,9.15532,524.619,
4-1-2016T12-58-28,6.896,24.01,11.6082,0.0635183,450.298,8.54163,525.376,
4-1-2016T12-58-33,6.884,24.01,11.4596,0.0625087,451.934,8.4151,526.394,
4-1-2016T12-58-38,6.846,24.01,11.9771,0.0650579,452.698,8.77115,527.212,
4-1-2016T12-58-43,6.832,24.01,12.2804,0.066417,452.936,8.96797,528.127,
4-1-2016T12-58-48,6.816,24.01,12.2955,0.0661598,447.922,8.94919,529.455,
4-1-2016T12-58-53,6.806,24.01,12.2616,0.0655446,450.226,8.88638,531.059,
4-1-2016T12-58-58,6.8,24.01,12.5702,0.0666849,447.168,9.06505,532.437,
4-1-2016T12-59-03,6.816,24.01,12.9151,0.0680272,446.268,9.27065,533.453,
4-1-2016T12-59-08,6.828,24.01,13.5689,0.0710501,448.14,9.70266,533.86,
4-1-2016T12-59-13,6.83,24.01,13.8369,0.0723045,448.596,9.88114,532.785,
4-1-2016T12-59-18,6.848,24.01,13.7596,0.0721382,451.3,9.84704,530.552,
4-1-2016T12-59-23,6.916,24.018,13.7629,0.072677,456.4,9.89556,528.37,
4-1-2016T12-59-28,6.95,24.018,13.3008,0.0708307,458.144,9.61572,526.477,
4-1-2016T12-59-33,6.97,24.02,12.9351,0.0694997,443.652,9.4056,525.021,
4-1-2016T12-59-38,6.936,24.02,12.9321,0.0700617,445.848,9.4542,524.069,
4-1-2016T12-59-43,6.89,24.02,12.8788,0.0702081,449.112,9.45341,523.654,
4-1-2016T12-59-48,6.87,24.02,12.5421,0.0686353,451.91,9.22928,523.7,
4-1-2016T12-59-53,6.848,24.02,12.3817,0.0678606,448.054,9.12032,524.226,
4-1-2016T12-59-58,6.84,24.02,12.2995,0.067363,452.506,9.0557,524.987,
4-1-2016T13-00-03,6.84,24.02,12.2131,0.0667573,464.27,8.98052,525.576,
4-1-2016T13-00-08,6.83,24.02,12.3412,0.0673134,462.642,9.06211,525.86,
4-1-2016T13-00-13,6.826,24.03,12.6101,0.0686227,450.834,9.2458,526.467,
4-1-2016T13-00-18,6.796,24.03,13.3949,0.072619,449.018,9.79715,527.501,
4-1-2016T13-00-23,6.772,24.03,13.7046,0.0740141,448.514,9.99875,528.072,
4-1-2016T13-00-28,6.76,24.03,12.8996,0.0694637,449.116,9.39361,528.63,
4-1-2016T13-00-33,6.778,24.03,12.5507,0.0672762,448.152,9.11235,530.088,
4-1-2016T13-00-38,6.796,24.032,12.8267,0.0682998,450.364,9.27251,531.63,
4-1-2016T13-00-43,6.8,24.04,12.9007,0.0682169,451.116,9.28384,532.941,
4-1-2016T13-00-48,6.796,24.04,12.6199,0.0662992,452.894,9.04341,534.003,
4-1-2016T13-00-53,6.79,24.04,12.432,0.0649099,454.034,8.87306,534.939,
4-1-2016T13-00-58,6.79,24.04,12.6377,0.065603,454.044,8.98603,535.623,
4-1-2016T13-01-03,6.79,24.04,12.8226,0.0663143,454.108,9.09541,535.444,
4-1-2016T13-01-08,6.79,24.04,13.0926,0.0676836,455.328,9.28454,534.42,
4-1-2016T13-01-13,6.788,24.04,13.3372,0.0691138,459.284,9.47279,533.345,
4-1-2016T13-01-18,6.774,24.04,13.438,0.0698836,453.814,9.56641,532.455,
4-1-2016T13-01-23,6.776,24.042,13.3648,0.0697943,453.186,9.54021,531.475,
4-1-2016T13-01-28,6.826,24.05,13.2208,0.069359,453.362,9.46552,530.677,
4-1-2016T13-01-33,6.862,24.05,13.1034,0.068967,453.286,9.4013,530.827,
4-1-2016T13-01-38,6.868,24.05,12.4955,0.0657703,457.064,8.96542,531.999,
4-1-2016T13-01-43,6.846,24.05,12.1448,0.0637385,462.468,8.69732,533.258,
4-1-2016T13-01-48,6.816,24.05,12.4173,0.0648737,459.496,8.86628,534.305,
4-1-2016T13-01-53,6.784,24.05,12.6529,0.0657971,459.82,9.00716,535.078,
4-1-2016T13-01-58,6.782,24.05,12.967,0.0671465,460.464,9.20547,535.648,
4-1-2016T13-02-03,6.838,24.058,13.2266,0.0682337,452.936,9.36685,536.238,
4-1-2016T13-02-08,6.906,24.06,13.7535,0.0706938,449.078,9.71695,536.784,
4-1-2016T13-02-13,6.978,24.06,14.0441,0.0719567,449.778,9.90164,537.293,
4-1-2016T13-02-18,7.01,24.06,14.2479,0.0727847,449.626,10.026,537.739,
4-1-2016T13-02-23,7.056,24.066,14.3896,0.0733155,448.118,10.1084,538.117,
4-1-2016T13-02-28,7.1,24.07,13.9469,0.070905,449.258,9.78353,538.436,
4-1-2016T13-02-33,7.134,24.07,13.676,0.0693883,449.586,9.58099,538.707,
4-1-2016T13-02-38,7.158,24.08,13.4719,0.068235,448.38,9.42745,538.908,
4-1-2016T13-02-43,7.168,24.08,13.2133,0.0668508,443.184,9.23979,538.814,
4-1-2016T13-02-48,7.17,24.08,12.786,0.0646928,447.256,8.94135,538.379,
4-1-2016T13-02-53,7.17,24.08,12.6777,0.0642086,446.944,8.87133,538.02,
4-1-2016T13-02-58,7.152,24.086,13.166,0.0667664,447.614,9.22063,537.792,
4-1-2016T13-03-03,7.096,24.09,13.3507,0.0677717,448.73,9.35616,537.698,
4-1-2016T13-03-08,7.08,24.092,12.9629,0.0658351,457.256,9.08726,537.841,
4-1-2016T13-03-13,7.09,24.1,12.6577,0.0642603,451.504,8.8711,538.194,
4-1-2016T13-03-18,7.11,24.102,12.5895,0.0638546,446.544,8.81796,538.46,
4-1-2016T13-03-23,7.094,24.11,12.6531,0.0641038,446.116,8.85591,538.717,
4-1-2016T13-03-28,7.072,24.11,12.9646,0.0656239,445.462,9.06871,538.556,
4-1-2016T13-03-33,7.062,24.116,13.2574,0.0672931,447.114,9.2903,536.374,
4-1-2016T13-03-38,7.054,24.12,13.5033,0.0692143,447.5,9.52276,532.369,
4-1-2016T13-03-43,7.064,24.12,13.4118,0.0697505,448.24,9.5476,528.63,
4-1-2016T13-03-48,7.078,24.12,12.4468,0.0656253,451.718,8.93978,526.354,
4-1-2016T13-03-53,7.08,24.12,11.904,0.0634838,451.466,8.6136,526.023,
4-1-2016T13-03-58,7.088,24.128,12.0872,0.0648849,448.788,8.78369,526.719,
4-1-2016T13-04-03,7.078,24.13,12.2233,0.0657712,443.704,8.89647,527.197,
4-1-2016T13-04-08,7.046,24.13,11.8565,0.0638325,445.648,8.63267,527.516,
4-1-2016T13-04-13,7.014,24.13,11.7957,0.0634477,446.64,8.58339,528.164,
4-1-2016T13-04-18,6.992,24.136,12.4064,0.0665556,446.456,9.01223,529.192,
4-1-2016T13-04-23,6.998,24.14,12.865,0.0686635,446.768,9.31433,530.847,
4-1-2016T13-04-28,7.016,24.14,12.9653,0.0687657,452.046,9.34868,532.26,
4-1-2016T13-04-33,7.04,24.146,12.9585,0.068276,451.994,9.30362,533.474,
4-1-2016T13-04-38,7.064,24.15,13.1108,0.0686272,448.892,9.37294,534.506,
4-1-2016T13-04-43,7.096,24.15,13.218,0.0687777,447.272,9.4131,535.381,
4-1-2016T13-04-48,7.107666666666667,24.15,13.120083333333334,0.06803028333333333,448.0203333333333,9.3222,535.866,
4-1-2016T13-04-49,7.11,24.15,13.1005,0.0678808,448.17,9.30402,535.963,
4-1-2016T13-04-50,7.126,24.15,13.01,0.0672477,445.97,9.22511,535.967,
4-1-2016T13-04-55,7.14,24.16,13.1758,0.0679935,445.458,9.3328,535.056,
4-1-2016T13-05-00,7.144,24.16,13.8709,0.0717964,445.434,9.84443,533.033,
4-1-2016T13-05-05,7.15,24.16,13.6821,0.0713063,445.574,9.75373,530.42,
4-1-2016T13-05-10,7.146,24.166,12.7782,0.0672408,447.386,9.1665,527.702,
4-1-2016T13-05-15,7.132,24.17,12.724,0.0678495,455.122,9.20647,524.983,
4-1-2016T13-05-20,7.11,24.17,12.9284,0.0699125,464.194,9.43986,522.618,
