Time,Temperature,SootA,Co2,
29-8-2015T13-27-21,25.48,26.961176,1424.030029,
29-8-2015T13-27-22,25.48,26.946228,1423.390015,
29-8-2015T13-27-23,25.48,26.932774,1423.390015,
29-8-2015T13-27-24,25.48,26.920666,1422.199951,
29-8-2015T13-27-25,25.48,26.948124,1422.199951,
29-8-2015T13-27-26,25.48,26.975906,1421.52002,
29-8-2015T13-27-27,25.48,27.0408,1421.52002,
29-8-2015T13-27-28,25.48,27.099205,1421.76001,
29-8-2015T13-27-29,25.48,27.15177,1421.76001,
29-8-2015T13-27-30,25.48,27.199078,1420.619995,
29-8-2015T13-27-31,25.48,27.192558,1420.619995,
29-8-2015T13-27-32,25.48,27.209703,1420.26001,
29-8-2015T13-27-33,25.48,27.243547,1420.26001,
29-8-2015T13-27-34,25.48,27.274006,1419.619995,
29-8-2015T13-27-35,25.48,27.301418,1419.619995,
29-8-2015T13-27-36,25.48,27.32609,1418.849976,
29-8-2015T13-27-37,25.48,27.300734,1418.849976,
29-8-2015T13-27-38,25.48,27.271008,1417.22998,
29-8-2015T13-27-39,25.48,27.248856,1417.22998,
29-8-2015T13-27-40,25.48,27.22892,1417.589966,
29-8-2015T13-27-41,25.48,27.210978,1417.589966,
29-8-2015T13-27-42,25.48,27.19483,1414.619995,
29-8-2015T13-27-43,25.48,27.295368,1414.619995,
29-8-2015T13-27-44,25.48,27.47484,1408.72998,
29-8-2015T13-27-45,25.48,27.5819,1408.72998,
29-8-2015T13-27-46,25.48,27.678253,1410.540039,
29-8-2015T13-27-47,25.48,27.764971,1410.540039,
29-8-2015T13-27-48,25.48,27.843018,1413.02002,
29-8-2015T13-27-49,25.48,27.858025,1413.02002,
29-8-2015T13-27-50,25.48,27.832405,1418.329956,
29-8-2015T13-27-51,25.48,27.843103,1418.329956,
29-8-2015T13-27-52,25.48,27.852732,1417.51001,
29-8-2015T13-27-53,25.48,27.861397,1417.51001,
29-8-2015T13-27-54,25.48,27.869196,1417.72998,
29-8-2015T13-27-55,25.48,27.946024,1417.72998,
29-8-2015T13-27-56,25.48,27.942291,1417.880005,
29-8-2015T13-27-57,25.48,27.945837,1417.880005,
29-8-2015T13-27-58,25.48,27.949028,1416.339966,
29-8-2015T13-27-59,25.48,27.9519,1416.339966,
29-8-2015T13-28-00,25.48,27.954485,1416.849976,
29-8-2015T13-28-01,25.48,27.933778285714283,1416.0499794285713,
29-8-2015T13-28-02,25.48,27.91307157142857,1415.2499828571429,
29-8-2015T13-28-03,25.48,27.892364857142855,1414.4499862857142,
29-8-2015T13-28-04,25.48,27.871658142857143,1413.6499897142858,
29-8-2015T13-28-05,25.48,27.850951428571427,1412.849993142857,
29-8-2015T13-28-06,25.48,27.830244714285715,1412.0499965714287,
29-8-2015T13-28-07,25.48,27.809538,1411.25,
29-8-2015T13-28-08,25.48,27.81485,1410.910034,
29-8-2015T13-28-09,25.48,27.755959,1410.910034,
29-8-2015T13-28-10,25.48,27.702957,1410.189941,
29-8-2015T13-28-11,25.48,27.655256,1410.189941,
29-8-2015T13-28-12,25.48,27.600284000000002,1410.592468,
29-8-2015T13-28-13,25.48,27.545312000000003,1410.994995,
29-8-2015T13-28-14,25.48,27.49034,1411.397522,
29-8-2015T13-28-15,25.48,27.435368,1411.800049,
29-8-2015T13-28-16,25.48,27.376835,1409.400024,
29-8-2015T13-28-17,25.48,27.324156,1409.400024,
29-8-2015T13-28-18,25.48,27.276745,1409.380005,
29-8-2015T13-28-19,25.48,27.287008,1409.380005,
29-8-2015T13-28-20,25.48,27.211859,1405.930054,
29-8-2015T13-28-21,25.48,27.184116,1405.930054,
29-8-2015T13-28-22,25.48,27.159147,1406.52002,
29-8-2015T13-28-23,25.48,27.136675,1406.52002,
29-8-2015T13-28-24,25.48,27.116449,1409.469971,
29-8-2015T13-28-25,25.48,27.082138,1409.469971,
29-8-2015T13-28-26,25.48,27.107258,1409.449951,
29-8-2015T13-28-27,25.48,27.222691,1409.449951,
29-8-2015T13-28-28,25.48,27.32658,1408.609985,
29-8-2015T13-28-29,25.48,27.42008,1408.609985,
29-8-2015T13-28-30,25.48,27.50423,1407.959961,
29-8-2015T13-28-31,25.48,27.507088,1407.959961,
29-8-2015T13-28-32,25.48,27.525002,1405.880005,
29-8-2015T13-28-33,25.48,27.435259,1405.880005,
29-8-2015T13-28-34,25.48,27.35449,1412.73999,
29-8-2015T13-28-35,25.48,27.281799,1412.73999,
29-8-2015T13-28-36,25.48,27.216377,1411.859985,
29-8-2015T13-28-37,25.48,27.231909,1411.859985,
29-8-2015T13-28-38,25.48,27.20216,1414.339966,
29-8-2015T13-28-39,25.48,27.188427,1414.339966,
29-8-2015T13-28-40,25.48,27.176067,1415.26001,
29-8-2015T13-28-41,25.48,27.164944,1415.26001,
29-8-2015T13-28-42,25.48,27.154932,1416.630005,
29-8-2015T13-28-43,25.48,27.117538,1416.630005,
29-8-2015T13-28-44,25.48,27.076981,1416.27002,
29-8-2015T13-28-45,25.48,27.059656,1416.27002,
29-8-2015T13-28-46,25.48,27.044064,1415.329956,
29-8-2015T13-28-47,25.48,27.030031,1415.329956,
29-8-2015T13-28-48,25.48,27.017403,1412.939941,
29-8-2015T13-28-49,25.48,27.063572,1412.939941,
29-8-2015T13-28-50,25.48,27.068302,1414.150024,
29-8-2015T13-28-51,25.48,27.039572,1414.150024,
29-8-2015T13-28-52,25.48,27.013714,1416.569946,
29-8-2015T13-28-53,25.48,26.990442,1416.569946,
29-8-2015T13-28-54,25.48,26.969498,1416.369995,
29-8-2015T13-28-55,25.48,26.870096,1416.369995,
29-8-2015T13-28-56,25.48,26.884201,1418.859985,
29-8-2015T13-28-57,25.48,26.869278,1418.859985,
29-8-2015T13-28-58,25.48,26.855846,1418.77002,
29-8-2015T13-28-59,25.48,26.843758,1418.77002,
29-8-2015T13-29-00,25.48,26.832878,1418.280029,
29-8-2015T13-29-01,25.48,26.789333,1418.280029,
29-8-2015T13-29-02,25.48,26.730963,1417.050049,
29-8-2015T13-29-03,25.48,26.696074,1417.050049,
29-8-2015T13-29-04,25.48,26.664675,1412.670044,
29-8-2015T13-29-05,25.48,26.636415,1412.670044,
29-8-2015T13-29-06,25.48,26.610981,1412.709961,
29-8-2015T13-29-07,25.48,26.620312,1412.709961,
29-8-2015T13-29-08,25.48,26.633312,1412.449951,
29-8-2015T13-29-09,25.48,26.630436,1412.449951,
29-8-2015T13-29-10,25.48,26.627848,1412.109985,
29-8-2015T13-29-11,25.48,26.625519,1412.109985,
29-8-2015T13-29-12,25.48,26.623423,1411.109985,
29-8-2015T13-29-13,25.48,26.595453,1411.109985,
29-8-2015T13-29-14,25.48,26.644693,1400.300049,
29-8-2015T13-29-15,25.48,26.722763,1400.300049,
29-8-2015T13-29-16,25.48,26.793026,1398.949951,
29-8-2015T13-29-17,25.48,26.856262,1398.949951,
29-8-2015T13-29-18,25.48,26.913176,1399.969971,
29-8-2015T13-29-19,25.48,27.044949,1399.969971,
29-8-2015T13-29-20,25.48,27.086061,1394.25,
29-8-2015T13-29-21,25.48,27.111557,1394.25,
29-8-2015T13-29-22,25.48,27.134502,1401.359985,
29-8-2015T13-29-23,25.48,27.155153,1401.359985,
29-8-2015T13-29-24,25.48,27.17374,1399.949951,
29-8-2015T13-29-25,25.48,27.168987,1399.949951,
29-8-2015T13-29-26,25.48,27.17775,1402.01001,
29-8-2015T13-29-27,25.48,27.215555,1402.01001,
29-8-2015T13-29-28,25.48,27.24958,1398.670044,
29-8-2015T13-29-29,25.48,27.280203,1398.670044,
29-8-2015T13-29-30,25.48,27.307762,1398.280029,
29-8-2015T13-29-31,25.48,27.317989,1398.280029,
29-8-2015T13-29-32,25.48,27.303413,1403.890015,
29-8-2015T13-29-33,25.48,27.316378,1403.890015,
29-8-2015T13-29-34,25.48,27.328047,1403.420044,
29-8-2015T13-29-35,25.48,27.338549,1403.420044,
29-8-2015T13-29-36,25.48,27.348,1406.170044,
29-8-2015T13-29-37,25.48,27.389494,1406.170044,
29-8-2015T13-29-38,25.48,27.361629,1401.560059,
29-8-2015T13-29-39,25.48,27.338087,1401.560059,
29-8-2015T13-29-40,25.48,27.3169,1400.819946,
29-8-2015T13-29-41,25.48,27.297831,1400.819946,
29-8-2015T13-29-42,25.48,27.280668,1401.319946,
29-8-2015T13-29-43,25.48,27.239906,1401.319946,
29-8-2015T13-29-44,25.48,27.255386,1401.77002,
29-8-2015T13-29-45,25.48,27.267784,1401.77002,
29-8-2015T13-29-46,25.48,27.278942,1401.800049,
29-8-2015T13-29-47,25.48,27.288984,1401.800049,
29-8-2015T13-29-48,25.48,27.298023,1400.790039,
29-8-2015T13-29-49,25.48,27.248621,1400.790039,
29-8-2015T13-29-50,25.48,27.226406,1401.47998,
29-8-2015T13-29-51,25.48,27.162687,1401.47998,
29-8-2015T13-29-52,25.48,27.105341,1402.439941,
29-8-2015T13-29-53,25.48,27.053728,1402.439941,
29-8-2015T13-29-54,25.48,27.007277,1401.780029,
29-8-2015T13-29-55,25.48,26.973143,1401.780029,
29-8-2015T13-29-56,25.48,26.950092,1401.219971,
29-8-2015T13-29-57,25.48,26.88562,1401.219971,
29-8-2015T13-29-58,25.48,26.827595,1402.140015,
29-8-2015T13-29-59,25.48,26.775372,1402.140015,
29-8-2015T13-30-00,25.48,26.728371,1399.77002,
29-8-2015T13-30-01,25.48,26.671494,1399.77002,
29-8-2015T13-30-02,25.48,26.605728,1400.099976,
29-8-2015T13-30-03,25.48,26.558046,1400.099976,
29-8-2015T13-30-04,25.48,26.515133,1405.709961,
29-8-2015T13-30-05,25.48,26.476511,1405.709961,
29-8-2015T13-30-06,25.48,26.441751,1406.069946,
29-8-2015T13-30-07,25.48,26.418907,1406.069946,
29-8-2015T13-30-08,25.48,26.389141,1405.550049,
29-8-2015T13-30-09,25.48,26.39534,1405.550049,
29-8-2015T13-30-10,25.48,26.400919,1407.0,
29-8-2015T13-30-11,25.48,26.405939,1407.0,
29-8-2015T13-30-12,25.48,26.410458,1404.819946,
29-8-2015T13-30-13,25.48,26.353153,1404.819946,
29-8-2015T13-30-14,25.48,26.392101,1408.640015,
29-8-2015T13-30-15,25.48,26.398003,1408.640015,
29-8-2015T13-30-16,25.48,26.4030495,1408.640015,
29-8-2015T13-30-17,25.48,26.408096,1408.640015,
29-8-2015T13-30-18,25.48,26.412399,1407.550049,
29-8-2015T13-30-19,25.48,26.444656,1407.550049,
29-8-2015T13-30-20,25.48,26.426891,1408.430054,
29-8-2015T13-30-21,25.48,26.501425,1408.430054,
29-8-2015T13-30-22,25.48,26.5201895,1407.087539875,
29-8-2015T13-30-23,25.48,26.538954,1405.74502575,
29-8-2015T13-30-24,25.48,26.5577185,1404.402511625,
29-8-2015T13-30-25,25.48,26.576483000000003,1403.0599975,
29-8-2015T13-30-26,25.48,26.595247500000003,1401.717483375,
29-8-2015T13-30-27,25.48,26.614012000000002,1400.37496925,
29-8-2015T13-30-28,25.48,26.632776500000002,1399.032455125,
29-8-2015T13-30-29,25.48,26.651541,1397.689941,
29-8-2015T13-30-30,25.469999,26.610018,1397.449951,
29-8-2015T13-30-31,25.469999,26.613306,1397.449951,
29-8-2015T13-30-32,25.469999,26.742846,1396.72998,
29-8-2015T13-30-33,25.469999,26.863266,1396.72998,
29-8-2015T13-30-34,25.469999,26.971645,1405.339966,
29-8-2015T13-30-35,25.469999,27.069187,1405.339966,
29-8-2015T13-30-36,25.469999,27.156975,1404.390015,
29-8-2015T13-30-37,25.469999,27.167707,1404.390015,
29-8-2015T13-30-38,25.469999,27.121365,1398.650024,
29-8-2015T13-30-39,25.469999,27.055107,1398.650024,
29-8-2015T13-30-40,25.469999,26.995476,1398.72998,
29-8-2015T13-30-41,25.469999,26.941807,1398.72998,
29-8-2015T13-30-42,25.469999,26.893505,1395.630005,
29-8-2015T13-30-43,25.469999,26.867678,1395.630005,
29-8-2015T13-30-44,25.469999,26.77309,1395.530029,
29-8-2015T13-30-45,25.469999,26.743195,1395.530029,
29-8-2015T13-30-46,25.469999,26.71629,1400.27002,
29-8-2015T13-30-47,25.469999,26.692074,1400.27002,
29-8-2015T13-30-48,25.469999,26.67028,1405.209961,
29-8-2015T13-30-49,25.469999,26.689791,1405.209961,
29-8-2015T13-30-50,25.469999,26.874588,1402.650024,
29-8-2015T13-30-51,25.469999,27.01252,1402.650024,
29-8-2015T13-30-52,25.469999,27.13666,1402.810059,
29-8-2015T13-30-53,25.469999,27.248384,1402.810059,
29-8-2015T13-30-54,25.469999,27.348938,1403.680054,
29-8-2015T13-30-55,25.469999,27.439436,1403.680054,
29-8-2015T13-30-56,25.469999,27.310686,1403.0,
29-8-2015T13-30-57,25.469999,27.221661,1403.0,
29-8-2015T13-30-58,25.469999,27.141539,1403.430054,
29-8-2015T13-30-59,25.469999,27.069427,1403.430054,
29-8-2015T13-31-00,25.469999,27.004528,1403.329956,
29-8-2015T13-31-01,25.469999,27.003654,1403.329956,
29-8-2015T13-31-02,25.469999,27.019745,1402.439941,
29-8-2015T13-31-03,25.469999,27.079489,1402.439941,
29-8-2015T13-31-04,25.469999,27.133259,1401.930054,
29-8-2015T13-31-05,25.469999,27.18165,1401.930054,
29-8-2015T13-31-06,25.469999,27.225203,1401.280029,
29-8-2015T13-31-07,25.469999,27.221439,1401.280029,
29-8-2015T13-31-08,25.469999,27.290932,1401.670044,
29-8-2015T13-31-09,25.469999,27.356544,1401.670044,
29-8-2015T13-31-10,25.469999,27.415596,1402.050049,
29-8-2015T13-31-11,25.469999,27.468742,1402.050049,
29-8-2015T13-31-12,25.469999,27.516573,1403.339966,
29-8-2015T13-31-13,25.469999,27.549648,1403.339966,
29-8-2015T13-31-14,25.469999,27.561771,1402.699951,
29-8-2015T13-31-15,25.469999,27.520515,1402.699951,
29-8-2015T13-31-16,25.469999,27.483385,1404.290039,
29-8-2015T13-31-17,25.469999,27.449968,1404.290039,
29-8-2015T13-31-18,25.469999,27.419893,1404.51001,
29-8-2015T13-31-19,25.469999,27.362909,1404.51001,
29-8-2015T13-31-20,25.469999,27.36072,1405.189941,
29-8-2015T13-31-21,25.469999,27.238308,1405.189941,
29-8-2015T13-31-22,25.469999,27.128138,1401.530029,
29-8-2015T13-31-23,25.469999,27.028984,1401.530029,
29-8-2015T13-31-24,25.469999,26.939745,1405.079956,
29-8-2015T13-31-25,25.469999,26.874773,1405.079956,
29-8-2015T13-31-26,25.469999,26.77564,1405.180054,
29-8-2015T13-31-27,25.469999,26.846752,1405.180054,
29-8-2015T13-31-28,25.469999,26.910755,1404.0,
29-8-2015T13-31-29,25.469999,26.968357,1404.0,
29-8-2015T13-31-30,25.469999,27.020199,1407.680054,
29-8-2015T13-31-31,25.469999,27.119022,1407.680054,
29-8-2015T13-31-32,25.469999,27.115139,1407.319946,
29-8-2015T13-31-33,25.469999,27.080956,1407.319946,
29-8-2015T13-31-34,25.469999,27.050194,1407.300049,
29-8-2015T13-31-35,25.469999,27.022507,1407.300049,
29-8-2015T13-31-36,25.469999,26.997589,1404.099976,
29-8-2015T13-31-37,25.469999,26.962887,1404.099976,
29-8-2015T13-31-38,25.469999,27.019112,1404.25,
29-8-2015T13-31-39,25.469999,27.114975,1404.25,
29-8-2015T13-31-40,25.469999,27.201252,1404.900024,
29-8-2015T13-31-41,25.469999,27.278902,1404.900024,
29-8-2015T13-31-42,25.469999,27.348787,1404.199951,
29-8-2015T13-31-43,25.469999,27.29431,1404.199951,
29-8-2015T13-31-44,25.469999,27.357283,1404.099976,
29-8-2015T13-31-45,25.469999,27.262064,1404.099976,
29-8-2015T13-31-46,25.469999,27.176367,1402.150024,
29-8-2015T13-31-47,25.469999,27.099239,1402.150024,
29-8-2015T13-31-48,25.469999,27.029825,1402.390015,
29-8-2015T13-31-49,25.469999,27.07782,1402.390015,
29-8-2015T13-31-50,25.469999,27.07729,1401.349976,
29-8-2015T13-31-51,25.469999,27.158129,1401.349976,
29-8-2015T13-31-52,25.469999,27.230885,1397.619995,
29-8-2015T13-31-53,25.469999,27.296364,1397.619995,
29-8-2015T13-31-54,25.469999,27.355295,1397.27002,
29-8-2015T13-31-55,25.469999,27.349262,1397.27002,
29-8-2015T13-31-56,25.469999,27.271723,1396.140015,
29-8-2015T13-31-57,25.469999,27.133661,1396.140015,
29-8-2015T13-31-58,25.469999,27.009405,1395.680054,
29-8-2015T13-31-59,25.469999,26.897575,1395.680054,
29-8-2015T13-32-00,25.469999,26.796928,1396.439941,
29-8-2015T13-32-01,25.469999,26.750074,1396.439941,
29-8-2015T13-32-02,25.469999,26.704069,1395.969971,
29-8-2015T13-32-03,25.469999,26.766228,1395.969971,
29-8-2015T13-32-04,25.469999,26.82217,1392.310059,
29-8-2015T13-32-05,25.469999,26.872519,1392.310059,
29-8-2015T13-32-06,25.469999,26.917833,1390.160034,
29-8-2015T13-32-07,25.469999,26.861189,1390.160034,
29-8-2015T13-32-08,25.469999,26.860075,1394.130005,
29-8-2015T13-32-09,25.469999,26.795399,1394.130005,
29-8-2015T13-32-10,25.469999,26.73719,1398.099976,
29-8-2015T13-32-11,25.469999,26.684803,1398.099976,
29-8-2015T13-32-12,25.469999,26.637653,1399.030029,
29-8-2015T13-32-13,25.469999,26.523106,1399.030029,
29-8-2015T13-32-14,25.469999,26.456837,1398.579956,
29-8-2015T13-32-15,25.469999,26.427879,1398.579956,
29-8-2015T13-32-16,25.469999,26.401819,1399.52002,
29-8-2015T13-32-17,25.469999,26.378365,1399.52002,
29-8-2015T13-32-18,25.469999,26.357256,1401.829956,
29-8-2015T13-32-19,25.469999,26.47711,1401.829956,
29-8-2015T13-32-20,25.469999,26.497526,1400.630005,
29-8-2015T13-32-21,25.469999,26.51053,1400.630005,
29-8-2015T13-32-22,25.469999,26.522234,1400.050049,
29-8-2015T13-32-23,25.469999,26.532768,1400.050049,
29-8-2015T13-32-24,25.469999,26.542248,1400.449951,
29-8-2015T13-32-25,25.469999,26.494778,1400.449951,
29-8-2015T13-32-26,25.469999,26.491179,1402.329956,
29-8-2015T13-32-27,25.469999,26.457254,1402.329956,
29-8-2015T13-32-28,25.469999,26.426723,1403.25,
29-8-2015T13-32-29,25.469999,26.399244,1403.25,
29-8-2015T13-32-30,25.469999,26.374514,1403.069946,
29-8-2015T13-32-31,25.469999,26.418232,1403.069946,
29-8-2015T13-32-32,25.469999,26.456798499999998,1400.779968,
29-8-2015T13-32-33,25.469999,26.495365,1398.48999,
29-8-2015T13-32-34,25.469999,26.550777,1401.23999,
29-8-2015T13-32-35,25.469999,26.600649,1401.23999,
29-8-2015T13-32-36,25.469999,26.645535,1401.73999,
29-8-2015T13-32-37,25.469999,26.630695,1401.73999,
29-8-2015T13-32-38,25.469999,26.673617999999998,1402.41874675,
29-8-2015T13-32-39,25.469999,26.716541,1403.0975035000001,
29-8-2015T13-32-40,25.469999,26.759464,1403.77626025,
29-8-2015T13-32-41,25.469999,26.802387,1404.455017,
29-8-2015T13-32-42,25.469999,26.845309999999998,1405.13377375,
29-8-2015T13-32-43,25.469999,26.888233,1405.8125304999999,
29-8-2015T13-32-44,25.469999,26.931156,1406.49128725,
29-8-2015T13-32-45,25.469999,26.974079,1407.170044,
29-8-2015T13-32-46,25.469999,26.977785,1403.47998,
29-8-2015T13-32-47,25.469999,26.981121,1403.47998,
29-8-2015T13-32-48,25.469999,26.984123,1402.47998,
29-8-2015T13-32-49,25.469999,26.971481,1402.47998,
29-8-2015T13-32-50,25.469999,27.02301,1402.48999,
29-8-2015T13-32-51,25.469999,27.000343,1402.48999,
29-8-2015T13-32-52,25.469999,26.979942,1397.23999,
29-8-2015T13-32-53,25.469999,26.961582,1397.23999,
29-8-2015T13-32-54,25.469999,26.945057,1395.859985,
29-8-2015T13-32-55,25.469999,26.960104,1395.859985,
29-8-2015T13-32-56,25.469999,26.939125,1388.410034,
29-8-2015T13-32-57,25.469999,27.010767,1388.410034,
29-8-2015T13-32-58,25.469999,27.075245,1386.72998,
29-8-2015T13-32-59,25.469999,27.133274,1386.72998,
29-8-2015T13-33-00,25.469999,27.185501,1387.77002,
29-8-2015T13-33-01,25.469999,27.188009,1387.77002,
29-8-2015T13-33-02,25.469999,27.209446,1397.699951,
29-8-2015T13-33-03,25.469999,27.165833,1397.699951,
29-8-2015T13-33-04,25.469999,27.126583,1403.27002,
29-8-2015T13-33-05,25.469999,27.091255,1403.27002,
29-8-2015T13-33-06,25.469999,27.059464,1402.01001,
29-8-2015T13-33-07,25.469999,27.102961,1402.01001,
29-8-2015T13-33-08,25.469999,27.058489,1404.140015,
29-8-2015T13-33-09,25.469999,27.069864,1404.140015,
29-8-2015T13-33-10,25.469999,27.080101,1398.359985,
29-8-2015T13-33-11,25.469999,27.089314,1398.359985,
29-8-2015T13-33-12,25.469999,27.097605,1399.339966,
29-8-2015T13-33-13,25.469999,27.101233,1399.339966,
29-8-2015T13-33-14,25.469999,27.17124,1395.680054,
29-8-2015T13-33-15,25.469999,27.185915,1395.680054,
29-8-2015T13-33-16,25.469999,27.199123,1394.829956,
29-8-2015T13-33-17,25.469999,27.21101,1394.829956,
29-8-2015T13-33-18,25.469999,27.221708,1395.73999,
29-8-2015T13-33-19,25.469999,27.334902,1395.73999,
29-8-2015T13-33-20,25.469999,27.374638,1392.719971,
29-8-2015T13-33-21,25.469999,27.385082,1392.719971,
29-8-2015T13-33-22,25.469999,27.394484,1393.160034,
29-8-2015T13-33-23,25.469999,27.402945,1393.160034,
29-8-2015T13-33-24,25.469999,27.410559,1392.550049,
29-8-2015T13-33-25,25.469999,27.225626,1392.550049,
29-8-2015T13-33-26,25.469999,27.156614,1391.420044,
29-8-2015T13-33-27,25.469999,27.096039,1391.420044,
29-8-2015T13-33-28,25.469999,27.041521,1381.630005,
29-8-2015T13-33-29,25.469999,26.992455,1381.630005,
29-8-2015T13-33-30,25.469999,26.948296,1380.859985,
29-8-2015T13-33-31,25.469999,26.918524,1380.859985,
29-8-2015T13-33-32,25.469999,26.834961,1379.569946,
29-8-2015T13-33-33,25.469999,26.923157,1379.569946,
29-8-2015T13-33-34,25.469999,27.002533,1382.97998,
29-8-2015T13-33-35,25.469999,27.073971,1382.97998,
29-8-2015T13-33-36,25.469999,27.138266,1384.27002,
29-8-2015T13-33-37,25.469999,27.223747,1384.27002,
29-8-2015T13-33-38,25.469999,27.309118,1383.449951,
29-8-2015T13-33-39,25.469999,27.403597,1383.449951,
29-8-2015T13-33-40,25.469999,27.488628,1383.369995,
29-8-2015T13-33-41,25.469999,27.565157,1383.369995,
29-8-2015T13-33-42,25.469999,27.634033,1382.319946,
29-8-2015T13-33-43,25.469999,27.728241,1382.319946,
29-8-2015T13-33-44,25.469999,27.863659,1379.579956,
29-8-2015T13-33-45,25.469999,27.860491,1379.579956,
29-8-2015T13-33-46,25.469999,27.857641,1378.5,
29-8-2015T13-33-47,25.469999,27.855076,1378.5,
29-8-2015T13-33-48,25.469999,27.852766,1379.170044,
29-8-2015T13-33-49,25.469999,27.800056,1379.170044,
29-8-2015T13-33-50,25.469999,27.850044,1378.939941,
29-8-2015T13-33-51,25.469999,27.947966,1378.939941,
29-8-2015T13-33-52,25.469999,28.036095,1382.930054,
29-8-2015T13-33-53,25.469999,28.115412,1382.930054,
29-8-2015T13-33-54,25.469999,28.186796,1385.76001,
29-8-2015T13-33-55,25.469999,28.17663,1385.76001,
29-8-2015T13-33-56,25.469999,28.02556,1387.449951,
29-8-2015T13-33-57,25.469999,27.921816,1387.449951,
29-8-2015T13-33-58,25.469999,27.828445,1386.819946,
29-8-2015T13-33-59,25.469999,27.744413,1386.819946,
29-8-2015T13-34-00,25.469999,27.668783,1386.52002,
29-8-2015T13-34-01,25.469999,27.679733,1386.52002,
29-8-2015T13-34-02,25.469999,27.712601,1379.150024,
29-8-2015T13-34-03,25.469999,27.620207,1379.150024,
29-8-2015T13-34-04,25.469999,27.537052,1380.01001,
29-8-2015T13-34-05,25.469999,27.462214,1380.01001,
29-8-2015T13-34-06,25.469999,27.394859,1382.800049,
29-8-2015T13-34-07,25.469999,27.346514,1382.800049,
29-8-2015T13-34-08,25.469999,27.299934,1383.439941,
29-8-2015T13-34-09,25.469999,27.176697,1383.439941,
29-8-2015T13-34-10,25.469999,27.065783,1385.26001,
29-8-2015T13-34-11,25.469999,26.96596,1385.26001,
29-8-2015T13-34-12,25.469999,26.87612,1391.930054,
29-8-2015T13-34-13,25.469999,26.851265,1391.930054,
29-8-2015T13-34-14,25.469999,26.740673,1396.439941,
29-8-2015T13-34-15,25.469999,26.752377,1396.439941,
29-8-2015T13-34-16,25.469999,26.762911,1397.48999,
29-8-2015T13-34-17,25.469999,26.77239,1397.48999,
29-8-2015T13-34-18,25.469999,26.780922,1396.449951,
29-8-2015T13-34-19,25.469999,26.769423,1396.449951,
29-8-2015T13-34-20,25.469999,26.834253,1398.77002,
29-8-2015T13-34-21,25.469999,26.929424,1398.77002,
29-8-2015T13-34-22,25.469999,27.015076,1396.569946,
29-8-2015T13-34-23,25.469999,27.092163,1396.569946,
29-8-2015T13-34-24,25.469999,27.161541,1388.449951,
29-8-2015T13-34-25,25.469999,27.219379,1388.449951,
29-8-2015T13-34-26,25.469999,27.276804,1389.369995,
29-8-2015T13-34-27,25.469999,27.303171,1389.369995,
29-8-2015T13-34-28,25.469999,27.3269,1385.01001,
29-8-2015T13-34-29,25.469999,27.348257,1385.01001,
29-8-2015T13-34-30,25.469999,27.367477,1386.170044,
29-8-2015T13-34-31,25.469999,27.307295,1386.170044,
29-8-2015T13-34-32,25.469999,27.322941,1385.849976,
29-8-2015T13-34-33,25.469999,27.307104,1385.849976,
29-8-2015T13-34-34,25.469999,27.29285,1386.800049,
29-8-2015T13-34-35,25.469999,27.280022,1386.800049,
29-8-2015T13-34-36,25.469999,27.268476,1392.650024,
29-8-2015T13-34-37,25.469999,27.295675,1392.650024,
29-8-2015T13-34-38,25.469999,27.281797,1382.339966,
29-8-2015T13-34-39,25.469999,27.251663,1382.339966,
29-8-2015T13-34-40,25.469999,27.224543,1383.280029,
29-8-2015T13-34-41,25.469999,27.200134,1383.280029,
29-8-2015T13-34-42,25.469999,27.178165,1386.310059,
29-8-2015T13-34-43,25.469999,27.166065,1386.310059,
29-8-2015T13-34-44,25.469999,27.104544,1388.209961,
29-8-2015T13-34-45,25.469999,27.097504,1388.209961,
29-8-2015T13-34-46,25.469999,27.091167,1388.579956,
29-8-2015T13-34-47,25.469999,27.09829033333333,1389.3366293333333,
29-8-2015T13-34-48,25.469999,27.105413666666667,1390.0933026666667,
29-8-2015T13-34-49,25.469999,27.112537,1390.849976,
29-8-2015T13-34-50,25.469999,27.118507,1393.01001,
29-8-2015T13-34-51,25.469999,27.1001,1393.01001,
29-8-2015T13-34-52,25.469999,27.083532,1392.530029,
29-8-2015T13-34-53,25.469999,27.068623,1392.530029,
29-8-2015T13-34-54,25.469999,27.0689068,1392.758032,
29-8-2015T13-34-55,25.469999,27.0691906,1392.986035,
29-8-2015T13-34-56,25.469999,27.0694744,1393.214038,
29-8-2015T13-34-57,25.469999,27.0697582,1393.442041,
29-8-2015T13-34-58,25.469999,27.070042,1393.670044,
29-8-2015T13-34-59,25.469999,27.051876,1393.670044,
29-8-2015T13-35-00,25.469999,27.035526,1392.689941,
29-8-2015T13-35-01,25.469999,26.933357,1392.689941,
29-8-2015T13-35-02,25.469999,26.809187,1393.72998,
29-8-2015T13-35-03,25.469999,26.733552500000002,1393.254974,
29-8-2015T13-35-04,25.469999,26.657918000000002,1392.779968,
29-8-2015T13-35-05,25.469999,26.5822835,1392.3049620000002,
29-8-2015T13-35-06,25.469999,26.506649,1391.829956,
29-8-2015T13-35-07,25.469999,26.522577,1391.829956,
29-8-2015T13-35-08,25.469999,26.609791,1391.790039,
29-8-2015T13-35-09,25.469999,26.747353,1391.790039,
