Time,CO2,sootA,CMD,
4-1-2016T11-22-13,480.969449537037,8.973685042129631,491.0132123611103,
4-1-2016T12-22-01,463.4813689814816,9.506736557870369,526.2645673611114,
4-1-2016T13-21-45,470.09796590909104,18.034756187770594,512.1955102813855,
